D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_47_507.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_47_507.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_47_507.jpg, 0, 0, 0, 7.883469E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_47_609.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_47_609.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_47_609.jpg, 0, 0, 0, 7.864465E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_47_710.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_47_710.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_47_710.jpg, 0, 0, 0, 7.952057E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_47_812.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_47_812.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_47_812.jpg, 0, 0, 0, 7.962567E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_47_915.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_47_915.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_47_915.jpg, 0, 0, 0, 8.037535E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_017.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_017.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_017.jpg, 0, 0, 0, 7.829688E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_119.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_119.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_119.jpg, 0, 0, 0, 7.819201E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_220.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_220.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_220.jpg, 0, 0, 0, 7.840169E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_323.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_323.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_323.jpg, 0, 0, 0, 8.223872E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_423.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_423.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_423.jpg, 0, 0, 0, 7.807596E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_525.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_525.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_525.jpg, 0, 0, 0, 7.91577E-05
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_626.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_626.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_626.jpg, 0, 0.2091132, 0, 0.07231491
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_728.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_728.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_728.jpg, 0, 0.507822, 0, 0.5774447
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_831.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_831.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_831.jpg, -0.04224961, 0.8681561, 0, 1.582038
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_48_933.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_48_933.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_48_933.jpg, -0.3369009, 1, 0, 2.712117
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_49_036.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_49_036.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_49_036.jpg, -0.6362994, 1, 0, 3.856411
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_49_138.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_49_138.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_49_138.jpg, -0.9437783, 1, 0, 4.946279
D:\STUDY\sem5\btp\self_driving_car\data\IMG\center_2024_11_24_15_47_49_240.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\left_2024_11_24_15_47_49_240.jpg, D:\STUDY\sem5\btp\self_driving_car\data\IMG\right_2024_11_24_15_47_49_240.jpg, -1, 1, 0, 6.02281
